id,timestamp,date,condition,feedback,chosen_topic,n_annotated_turns,n_user_turns,n_assistant_turns,llm_engagement_score,llm_frustration_score,llm_naturalness_score,llm_mean_disclosure,llm_max_disclosure,llm_any_substantive_disclosure,llm_user_disclosure_turn_count,llm_mean_offtopic_score,llm_offtopic_user_turn_proportion,llm_weakly_related_user_turn_proportion,llm_any_offtopic_divergence,llm_assistant_response_quality_mean,llm_assistant_response_quality_min,llm_assistant_repair_quality_mean,llm_assistant_repair_turn_count,llm_user_refusal_count,llm_user_offtopic_move_count,llm_assistant_clarification_count,llm_assistant_repair_count,llm_closing_count,llm_dialogact_greeting_count,llm_dialogact_topic_selection_count,llm_dialogact_question_count,llm_dialogact_answer_count,llm_dialogact_clarification_request_count,llm_dialogact_acknowledgment_count,llm_dialogact_refusal_rejection_count,llm_dialogact_self_disclosure_count,llm_dialogact_opinion_evaluation_count,llm_dialogact_off_topic_move_count,llm_dialogact_repair_correction_count,llm_dialogact_closing_farewell_count,llm_dialogact_other_count
14,2025-06-05 13:24:00,2025-06-05,Condition A (Willi),,Watches,19,9,10,4,1,4,0.6666666666666666,2.0,0,1,0.1111111111111111,0.0,0.2222222222222222,0,3.7,2.0,,0,0,0,0,0,3,1,1,6,7,1,0,0,0,0,0,0,3,0
15,2025-06-05 13:41:11,2025-06-05,Condition A (Willi),,Breakfast,23,11,12,4,1,4,0.9090909090909091,2.0,0,2,0.09090909090909091,0.09090909090909091,0.0,1,4.75,4.0,,0,1,0,0,0,3,1,1,8,9,0,0,1,0,0,0,0,3,0
16,2025-06-05 13:53:55,2025-06-05,Condition A (Willi),,Vacation,19,9,10,4,1,4,0.6666666666666666,1.0,0,0,0.16666666666666666,0.0,0.3333333333333333,0,4.2,3.0,5.0,1,0,0,0,1,2,1,1,5,6,1,0,0,0,0,1,2,2,0
17,2025-06-05 14:03:42,2025-06-05,Condition A (Willi),,Vacation,37,18,19,4,2,3,0.9444444444444444,2.0,0,5,0.05555555555555555,0.0,0.1111111111111111,0,4.157894736842105,2.0,4.5,2,0,0,0,2,0,1,2,13,13,1,4,0,0,1,0,2,0,0
18,2025-06-05 14:58:51,2025-06-05,Condition A (Willi),,Vacation,15,7,8,4,1,4,0.8571428571428571,2.0,0,1,0.0,0.0,0.0,0,3.4285714285714284,2.0,,0,0,0,0,0,0,1,1,6,5,0,1,0,1,0,0,0,0,0
19,2025-06-11 08:58:09,2025-06-11,Condition A (Willi),,Watches,13,6,7,4,2,3,1.1666666666666667,2.0,0,3,0.25,0.16666666666666666,0.16666666666666666,1,2.0,2.0,3.0,1,1,0,1,0,1,1,1,3,5,1,0,1,0,0,0,0,1,0
20,2025-06-11 09:02:56,2025-06-11,Condition A (Willi),,Breakfast,31,15,16,5,1,4,1.0666666666666667,3.0,1,5,0.2,0.13333333333333333,0.13333333333333333,1,,,,0,0,0,0,0,1,1,2,13,12,1,1,0,0,0,0,0,1,0
21,2025-06-11 09:15:58,2025-06-11,Condition A (Willi),,Vacation,13,6,7,5,1,5,1.3333333333333333,2.0,0,4,0.08333333333333333,0.0,0.16666666666666666,0,4.285714285714286,4.0,4.0,1,0,0,0,0,0,1,1,5,5,1,0,0,0,0,0,0,0,0
22,2025-06-11 09:43:57,2025-06-11,Condition A (Willi),,Watches,13,6,7,4,1,3,1.0,2.0,0,2,0.08333333333333333,0.0,0.16666666666666666,0,4.285714285714286,3.0,,0,0,0,0,0,1,1,1,4,3,0,1,0,2,0,0,0,1,0
23,2025-06-11 09:48:27,2025-06-11,Condition A (Willi),,Breakfast,43,21,22,5,1,5,1.2857142857142858,2.0,0,6,0.047619047619047616,0.0,0.09523809523809523,0,4.681818181818182,4.0,,0,1,0,0,0,1,0,5,14,12,0,2,1,4,4,0,0,1,0
24,2025-06-11 10:38:26,2025-06-11,Condition A (Willi),,Breakfast,37,18,19,4,1,4,0.9444444444444444,2.0,0,5,0.16666666666666666,0.0,0.3333333333333333,0,4.421052631578948,3.0,,0,0,0,0,0,3,1,2,14,15,0,2,0,0,0,0,0,3,0
25,2025-06-11 11:14:13,2025-06-11,Condition A (Willi),,Watches,31,15,16,4,1,3,0.8666666666666667,2.0,0,4,0.13333333333333333,0.0,0.26666666666666666,0,3.75,2.0,4.0,2,0,0,0,2,2,1,1,11,10,0,1,0,2,1,0,2,2,0
26,2025-06-11 11:17:43,2025-06-11,Condition A (Willi),,Watches,3,1,2,3,1,2,0.0,0.0,0,0,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
27,2025-06-11 11:20:21,2025-06-11,Condition A (Willi),,Unknown,7,3,4,3,3,2,0.3333333333333333,1.0,0,0,0.8333333333333334,0.6666666666666666,0.3333333333333333,1,3.5,3.0,3.0,3,1,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,2
28,2025-06-11 11:56:32,2025-06-11,Condition A (Willi),,Breakfast,17,8,9,4,1,4,1.375,3.0,1,4,0.0625,0.0,0.125,0,4.111111111111111,2.0,2.0,1,0,0,0,0,2,1,1,6,7,0,0,0,0,0,0,0,2,0
29,2025-06-16 09:32:18,2025-06-16,Condition A (Willi),,Watches,29,14,15,5,2,4,1.2142857142857142,3.0,1,5,0.07142857142857142,0.0,0.14285714285714285,0,4.066666666666666,3.0,3.0,1,0,0,1,0,1,1,1,14,10,1,0,0,0,1,0,0,1,0
31,2025-06-16 11:21:28,2025-06-16,Condition A (Willi),,Vacation,3,1,2,5,1,5,0.0,0.0,0,0,0.0,0.0,0.0,0,5.0,5.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
33,2025-06-16 12:03:33,2025-06-16,Condition A (Willi),,Breakfast,11,5,6,4,2,3,0.2,1.0,0,0,0.4,0.4,0.0,1,4.166666666666667,3.0,3.5,2,2,0,0,1,0,0,3,2,0,0,2,2,0,0,0,1,0,1
34,2025-06-16 12:06:35,2025-06-16,Condition A (Willi),,Watches,48,24,24,4,2,3,0.4166666666666667,2.0,0,4,0.6666666666666666,0.625,0.08333333333333333,1,3.75,2.0,4.0,3,1,2,2,1,0,1,1,17,14,2,2,3,5,0,2,1,0,0
35,2025-06-16 12:35:52,2025-06-16,Condition A (Willi),,Watches,31,15,16,5,1,4,0.8666666666666667,3.0,1,5,0.03333333333333333,0.0,0.06666666666666667,0,4.625,4.0,4.0,1,0,0,0,1,2,1,1,11,10,1,0,0,2,2,0,1,2,0
38,2025-06-17 11:45:51,2025-06-17,Condition A (Willi),,Breakfast,23,11,12,3,2,3,0.9090909090909091,2.0,0,4,0.22727272727272727,0.09090909090909091,0.2727272727272727,1,4.416666666666667,3.0,3.5,2,0,0,0,1,1,1,4,7,5,1,1,0,1,0,0,2,1,0
41,2025-06-18 11:14:00,2025-06-18,Condition A (Willi),,Watches,11,5,6,2,2,2,0.0,0.0,0,0,0.8,0.8,0.0,1,3.6666666666666665,3.0,4.0,1,2,0,1,0,2,1,1,0,2,1,0,2,0,0,0,0,2,2
42,2025-06-18 12:16:42,2025-06-18,Condition A (Willi),,Vacation,17,8,9,4,1,4,0.75,2.0,0,2,0.125,0.0,0.25,0,3.888888888888889,3.0,4.0,1,0,0,0,1,2,1,1,6,1,1,0,0,4,0,0,1,2,0
43,2025-06-18 13:45:13,2025-06-18,Condition A (Willi),,Breakfast,9,4,5,4,1,2,1.0,2.0,0,1,0.125,0.0,0.25,0,3.2,3.0,,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,0
44,2025-06-20 10:00:09,2025-06-20,Condition A (Willi),,Breakfast,23,11,12,4,2,3,1.3636363636363635,3.0,1,5,0.13636363636363635,0.09090909090909091,0.09090909090909091,1,3.6666666666666665,2.0,2.0,1,0,0,0,1,2,1,2,7,5,1,1,0,2,1,0,1,2,0
45,2025-06-20 14:07:21,2025-06-20,Condition A (Willi),,Breakfast,15,7,8,4,2,2,1.4285714285714286,2.0,0,4,0.2857142857142857,0.0,0.5714285714285714,0,3.875,3.0,,0,0,0,0,0,0,1,0,6,4,0,1,0,2,1,0,0,0,0
46,2025-06-20 14:31:14,2025-06-20,Condition A (Willi),,Vacation,3,1,2,4,1,3,0.0,0.0,0,0,0.0,0.0,0.0,0,4.5,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
47,2025-06-20 14:34:17,2025-06-20,Condition A (Willi),,Watches,29,14,15,4,2,2,1.0714285714285714,3.0,1,3,0.2857142857142857,0.07142857142857142,0.42857142857142855,1,3.533333333333333,2.0,3.6666666666666665,3,0,1,0,2,0,0,2,9,9,0,4,0,1,0,1,2,0,1
48,2025-06-21 10:19:19,2025-06-21,Condition A (Willi),,Breakfast,5,2,3,4,1,4,1.0,1.0,0,0,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
49,2025-06-21 10:23:17,2025-06-21,Condition A (Willi),,Vacation,25,12,13,4,2,2,1.4166666666666667,3.0,1,5,0.08333333333333333,0.0,0.16666666666666666,0,3.230769230769231,1.0,2.0,3,0,0,1,1,1,1,1,8,8,1,0,0,2,0,0,1,1,2
50,2025-06-21 10:36:52,2025-06-21,Condition A (Willi),,Breakfast,43,21,22,4,1,3,1.1428571428571428,2.0,0,6,0.023809523809523808,0.0,0.047619047619047616,0,4.090909090909091,2.0,2.0,2,0,0,1,0,3,0,3,16,18,1,1,0,0,0,0,1,3,0
51,2025-06-21 10:47:06,2025-06-21,Condition A (Willi),,Watches,11,5,6,4,1,4,1.2,3.0,1,1,0.0,0.0,0.0,0,4.333333333333333,4.0,,0,0,0,0,0,0,0,2,4,3,0,0,0,1,0,1,0,0,0
52,2025-06-21 10:50:18,2025-06-21,Condition A (Willi),,Vacation,31,15,16,5,1,3,0.9333333333333333,3.0,1,4,0.16666666666666666,0.13333333333333333,0.06666666666666667,1,4.1875,2.0,2.0,1,0,0,1,0,1,1,2,9,12,1,2,0,0,0,0,0,1,3
54,2025-06-21 11:21:06,2025-06-21,Condition A (Willi),,Watches,8,4,4,4,1,4,1.25,2.0,0,1,0.125,0.0,0.25,0,4.25,4.0,,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0
56,2025-06-22 11:59:24,2025-06-22,Condition A (Willi),,Vacation,15,7,8,5,1,4,1.4285714285714286,2.0,0,4,0.0,0.0,0.0,0,4.25,4.0,,0,0,0,0,0,0,1,2,5,3,0,0,0,4,0,0,0,0,0
57,2025-06-22 12:24:56,2025-06-22,Condition A (Willi),,Watches,8,4,4,4,1,3,1.0,2.0,0,1,0.0,0.0,0.0,0,4.0,3.0,3.0,1,0,0,1,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0
58,2025-06-22 12:50:21,2025-06-22,Condition A (Willi),,Breakfast,37,18,19,4,2,3,0.6666666666666666,2.0,0,3,0.25,0.1111111111111111,0.2777777777777778,1,3.263157894736842,2.0,3.0,2,0,0,0,2,0,0,4,12,12,2,0,0,2,0,1,2,0,2
59,2025-06-24 11:12:31,2025-06-24,Condition A (Willi),,Watches,5,2,3,4,2,2,0.0,0.0,0,0,0.75,0.5,0.5,1,3.0,2.0,3.0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
61,2025-06-25 11:26:06,2025-06-25,Condition A (Willi),,Breakfast,49,24,25,5,1,4,1.0416666666666667,3.0,1,7,0.041666666666666664,0.0,0.08333333333333333,0,4.16,2.0,2.0,2,0,0,1,0,2,1,3,18,18,1,2,0,1,1,0,2,2,0
62,2025-06-25 11:50:21,2025-06-25,Condition A (Willi),,Vacation,3,1,2,3,1,4,1.0,1.0,0,0,0.5,0.0,1.0,0,4.5,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
63,2025-06-25 11:51:20,2025-06-25,Condition A (Willi),,Vacation,3,1,2,3,1,3,0.0,0.0,0,0,0.5,0.0,1.0,0,4.0,4.0,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
64,2025-06-25 13:29:14,2025-06-25,Condition A (Willi),,Watches,13,6,7,5,1,5,1.1666666666666667,2.0,0,2,0.0,0.0,0.0,0,4.857142857142857,4.0,,0,0,0,0,0,1,1,1,4,5,0,0,0,0,0,0,0,1,1
67,2025-06-25 13:43:37,2025-06-25,Condition A (Willi),,Vacation,5,2,3,4,1,4,1.0,2.0,0,1,0.0,0.0,0.0,0,4.333333333333333,4.0,,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
68,2025-06-25 13:53:34,2025-06-25,Condition A (Willi),,Vacation,5,2,3,4,1,4,0.5,1.0,0,0,0.0,0.0,0.0,0,4.666666666666667,4.0,,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
69,2025-06-25 13:57:05,2025-06-25,Condition A (Willi),,Watches,5,2,3,3,1,3,0.0,0.0,0,0,1.0,1.0,0.0,1,3.3333333333333335,3.0,,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
70,2025-06-25 13:59:47,2025-06-25,Condition A (Willi),,Watches,11,5,6,4,1,4,0.8,2.0,0,1,0.0,0.0,0.0,0,4.333333333333333,4.0,,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0
71,2025-06-25 14:44:10,2025-06-25,Condition A (Willi),,Watches,17,8,9,4,1,4,1.0,2.0,0,3,0.0,0.0,0.0,0,3.888888888888889,3.0,,0,0,0,0,0,1,1,2,4,3,0,2,0,2,0,1,0,1,1
72,2025-06-25 14:48:06,2025-06-25,Condition A (Willi),,Vacation,13,6,7,4,1,4,1.0,2.0,0,2,0.08333333333333333,0.0,0.16666666666666666,0,3.7142857142857144,3.0,,0,1,0,0,0,0,1,2,4,3,0,0,1,1,0,0,1,0,0
73,2025-06-25 14:53:07,2025-06-25,Condition A (Willi),,Breakfast,21,10,11,5,1,5,1.1,2.0,0,4,0.05,0.0,0.1,0,4.909090909090909,4.0,,0,0,0,0,0,5,1,1,6,7,0,0,0,0,0,1,0,5,0
74,2025-06-25 15:09:39,2025-06-25,Condition A (Willi),,Vacation,17,8,9,4,1,4,1.125,2.0,0,3,0.0625,0.0,0.125,0,3.888888888888889,2.0,2.0,2,0,0,0,0,0,1,1,7,3,1,2,0,2,0,0,0,0,0
75,2025-06-25 15:37:43,2025-06-25,Condition A (Willi),,Breakfast,15,7,8,4,1,5,1.1428571428571428,2.0,0,3,0.07142857142857142,0.0,0.14285714285714285,0,4.5,4.0,,0,0,0,0,0,2,1,1,5,6,0,0,0,0,0,0,0,2,0
77,2025-06-25 15:51:43,2025-06-25,Condition A (Willi),,Breakfast,17,8,9,4,1,5,0.875,2.0,0,2,0.0,0.0,0.0,0,4.444444444444445,4.0,,0,1,0,0,0,1,1,2,5,6,0,1,1,0,0,0,0,1,0
78,2025-06-26 11:41:01,2025-06-26,Condition A (Willi),,Vacation,13,6,7,4,1,4,0.8333333333333334,2.0,0,1,0.08333333333333333,0.0,0.16666666666666666,0,4.0,4.0,,0,0,0,0,0,2,1,1,5,3,0,0,0,1,0,0,0,2,0
79,2025-06-26 12:41:08,2025-06-26,Condition A (Willi),,Breakfast,15,7,8,4,2,3,0.8571428571428571,2.0,0,2,0.14285714285714285,0.0,0.2857142857142857,0,3.75,3.0,,0,0,0,0,0,0,1,1,5,5,2,1,0,0,0,0,0,0,0
83,2025-06-26 16:29:28,2025-06-26,Condition A (Willi),,Vacation,15,7,8,4,2,4,0.7142857142857143,2.0,0,1,0.14285714285714285,0.0,0.2857142857142857,0,3.875,3.0,,0,0,0,0,0,0,1,1,5,5,0,1,0,0,1,1,0,0,0
84,2025-06-27 08:40:58,2025-06-27,Condition A (Willi),,Watches,17,8,9,4,2,3,1.0,2.0,0,2,0.125,0.0,0.25,0,4.0,2.0,2.0,1,0,0,0,1,1,1,1,6,6,1,0,0,0,0,0,1,1,0
85,2025-06-27 08:45:41,2025-06-27,Condition A (Willi),,Vacation,5,2,3,3,2,3,0.0,0.0,0,0,0.5,0.5,0.0,1,3.6666666666666665,3.0,3.0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
87,2025-06-27 08:59:19,2025-06-27,Condition A (Willi),,Breakfast,17,8,9,4,2,3,0.5,2.0,0,1,0.3125,0.125,0.375,1,4.222222222222222,3.0,4.0,1,0,0,0,1,0,1,4,6,3,2,0,0,0,0,0,1,0,0
88,2025-06-27 09:03:24,2025-06-27,Condition A (Willi),,Watches,7,3,4,4,1,3,0.3333333333333333,1.0,0,0,0.5,0.3333333333333333,0.3333333333333333,1,4.0,4.0,4.0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
90,2025-06-27 09:18:33,2025-06-27,Condition A (Willi),,Vacation,5,2,3,4,1,4,0.0,0.0,0,0,0.25,0.0,0.5,0,4.333333333333333,4.0,,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
91,2025-06-27 09:20:08,2025-06-27,Condition A (Willi),,Watches,7,3,4,3,3,2,0.0,0.0,0,0,0.5,0.0,1.0,0,3.25,3.0,2.0,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0
93,2025-06-27 10:20:54,2025-06-27,Condition A (Willi),,Vacation,9,4,5,4,1,4,1.75,3.0,1,2,0.0,0.0,0.0,0,4.2,4.0,,0,0,0,0,0,0,1,1,4,0,0,0,0,2,1,0,0,0,0
94,2025-06-27 10:40:58,2025-06-27,Condition A (Willi),,Vacation,17,8,9,5,1,4,1.5,3.0,1,4,0.125,0.0,0.25,0,3.7777777777777777,2.0,2.0,1,0,0,0,0,2,1,1,5,6,0,0,0,1,0,1,0,2,0
96,2025-06-27 11:06:47,2025-06-27,Condition A (Willi),,Vacation,3,1,2,4,1,5,0.0,0.0,0,0,0.0,0.0,0.0,0,4.5,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
98,2025-06-27 11:36:53,2025-06-27,Condition A (Willi),,Vacation,13,6,7,4,1,4,1.5,3.0,1,3,0.0,0.0,0.0,0,3.857142857142857,3.0,,0,0,0,0,0,0,1,1,6,1,0,0,0,4,0,0,0,0,0
99,2025-06-27 11:41:41,2025-06-27,Condition A (Willi),,Watches,7,3,4,4,1,3,0.6666666666666666,1.0,0,0,0.16666666666666666,0.0,0.3333333333333333,0,3.75,3.0,,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0
101,2025-06-27 14:04:59,2025-06-27,Condition A (Willi),,Vacation,19,9,10,4,1,4,1.1111111111111112,2.0,0,3,0.05555555555555555,0.0,0.1111111111111111,0,3.9,3.0,4.0,1,0,0,0,1,0,1,1,7,5,1,0,0,3,0,0,1,0,0
102,2025-06-27 14:52:46,2025-06-27,Condition A (Willi),,Watches,3,1,2,2,1,3,0.0,0.0,0,0,0.5,0.0,1.0,0,4.0,4.0,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
103,2025-06-28 09:09:47,2025-06-28,Condition A (Willi),,Breakfast,7,3,4,4,1,4,1.6666666666666667,2.0,0,2,0.0,0.0,0.0,0,5.0,5.0,,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0
106,2025-06-28 09:43:28,2025-06-28,Condition A (Willi),,Vacation,17,8,9,3,3,2,0.75,2.0,0,2,0.375,0.375,0.0,1,3.0,2.0,2.0,1,2,0,0,1,2,1,1,5,3,0,0,2,1,0,0,1,2,1
107,2025-06-28 10:14:45,2025-06-28,Condition A (Willi),,Breakfast,15,7,8,4,1,4,1.1428571428571428,2.0,0,3,0.07142857142857142,0.0,0.14285714285714285,0,4.625,4.0,,0,0,0,0,0,2,1,1,5,5,0,0,0,1,0,0,0,2,0
108,2025-06-28 10:23:33,2025-06-28,Condition A (Willi),,Breakfast,5,2,3,3,2,2,0.0,0.0,0,0,1.0,1.0,0.0,1,4.0,4.0,4.0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0
109,2025-06-28 11:20:35,2025-06-28,Condition A (Willi),,Vacation,33,16,17,4,2,3,0.6875,2.0,0,1,0.1875,0.0625,0.25,1,3.823529411764706,2.0,2.0,1,1,0,0,1,0,2,2,12,14,0,1,1,0,0,0,1,0,0
110,2025-06-28 12:01:21,2025-06-28,Condition A (Willi),,Breakfast,23,11,12,4,1,4,0.8181818181818182,2.0,0,3,0.18181818181818182,0.09090909090909091,0.18181818181818182,1,4.333333333333333,4.0,,0,1,0,0,0,3,1,2,6,2,0,2,1,4,0,1,0,3,1
111,2025-06-28 12:06:40,2025-06-28,Condition A (Willi),,Vacation,17,8,9,4,1,4,0.75,2.0,0,1,0.125,0.0,0.25,0,4.111111111111111,3.0,4.0,1,1,0,0,1,0,1,2,5,4,1,0,1,1,0,1,1,0,0
112,2025-06-28 12:25:05,2025-06-28,Condition A (Willi),,Breakfast,15,7,8,5,1,5,1.1428571428571428,2.0,0,2,0.0,0.0,0.0,0,5.0,5.0,,0,0,0,0,0,0,1,1,6,6,0,0,0,1,0,0,0,0,0
113,2025-06-28 12:27:55,2025-06-28,Condition A (Willi),,Vacation,19,9,10,4,1,3,0.5555555555555556,2.0,0,2,0.1111111111111111,0.0,0.2222222222222222,0,4.1,3.0,,0,0,0,0,0,0,1,1,8,6,1,1,0,1,0,0,0,0,0
114,2025-06-28 12:58:15,2025-06-28,Condition A (Willi),,Vacation,3,1,2,4,1,5,0.0,0.0,0,0,0.0,0.0,0.0,0,4.5,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
115,2025-06-29 10:10:18,2025-06-29,Condition A (Willi),,Breakfast,19,9,10,4,2,3,1.1111111111111112,2.0,0,4,0.2222222222222222,0.1111111111111111,0.2222222222222222,1,3.7,2.0,,0,1,0,0,0,1,1,1,5,6,0,3,1,0,0,1,0,1,0
117,2025-06-29 11:43:11,2025-06-29,Condition A (Willi),,Vacation,15,7,8,4,1,3,0.8571428571428571,1.0,0,0,0.07142857142857142,0.0,0.14285714285714285,0,3.25,2.0,2.0,4,0,0,0,0,1,1,1,6,5,0,1,0,0,0,0,0,1,0
119,2025-06-29 12:37:31,2025-06-29,Condition A (Willi),,Vacation,5,2,3,4,1,3,0.0,0.0,0,0,0.25,0.0,0.5,0,4.0,4.0,4.0,1,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
120,2025-06-29 12:54:46,2025-06-29,Condition A (Willi),,Watches,13,6,7,4,1,3,1.3333333333333333,2.0,0,3,0.08333333333333333,0.0,0.16666666666666666,0,3.857142857142857,3.0,,0,0,0,0,0,1,1,1,5,1,0,0,0,3,0,0,1,1,0
121,2025-06-29 13:44:21,2025-06-29,Condition A (Willi),,Vacation,33,16,17,5,1,4,1.125,3.0,1,5,0.03125,0.0,0.0625,0,4.0,2.0,2.0,1,1,0,1,0,1,1,2,11,13,1,1,1,2,0,0,0,1,0
122,2025-06-29 13:56:32,2025-06-29,Condition A (Willi),,Vacation,19,9,10,4,1,4,1.2222222222222223,2.0,0,4,0.2777777777777778,0.1111111111111111,0.3333333333333333,1,3.7,3.0,2.0,1,0,0,0,0,1,1,1,4,8,1,1,0,1,0,1,0,1,0
123,2025-07-01 10:09:14,2025-07-01,Condition A (Willi),,Breakfast,5,2,3,4,1,4,0.5,1.0,0,0,0.25,0.0,0.5,0,4.666666666666667,4.0,,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
124,2025-07-01 10:32:38,2025-07-01,Condition A (Willi),,Vacation,17,8,9,4,1,5,1.25,3.0,1,3,0.0,0.0,0.0,0,4.222222222222222,3.0,,0,0,0,0,0,2,1,1,6,6,0,0,0,0,1,0,0,2,0
125,2025-07-01 10:36:53,2025-07-01,Condition A (Willi),,Breakfast,15,7,8,4,1,3,1.1428571428571428,2.0,0,2,0.07142857142857142,0.0,0.14285714285714285,0,4.0,4.0,,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,1
