participant_id,study_id,session_id,dialog_id,phase,language,subject,condition,submitted_at_utc,free_comment,user_engagement_enjoyment,user_self_disclosure,user_topical_alignment,user_elaboration_informativeness,user_initiative_active_contribution,user_politeness,user_frustration_dissatisfaction,overall_conversational_interaction_quality
023,,,661,main,English,Breakfast,Condition A (Willi),2026-07-16T09:10:00+00:00,,3,3,3,3,4,3,3,3.0
023,,,1156,main,English,Vacation,Condition B (WV-34),2026-07-16T09:10:41+00:00,,1,1,3,1,1,3,1,1.0
022,,,1140,main,English,Vacation,Condition B (WV-34),2026-07-16T09:11:42+00:00,,3,2,4,2,2,3,1,2.0
023,,,844,main,English,Breakfast,Condition A (Willi),2026-07-16T09:11:51+00:00,,4,1,1,1,5,3,1,3.0
023,,,1412,main,English,Watches,Condition B (WV-34),2026-07-16T09:12:25+00:00,,3,2,3,2,2,2,1,2.0
023,,,528,main,English,Vacation,Condition A (Willi),2026-07-16T09:13:00+00:00,,2,1,3,2,1,3,1,2.0
022,,,1134,main,English,Watches,Condition B (WV-34),2026-07-16T09:15:55+00:00,,2,1,1,1,2,3,2,1.0
022,,,1041,main,English,Watches,Condition B (WV-34),2026-07-16T09:17:27+00:00,,3,3,3,2,3,2,2,2.0
022,,,1101,main,English,Vacation,Condition B (WV-34),2026-07-16T09:19:24+00:00,,3,2,3,3,2,4,2,2.0
022,,,820,main,English,Watches,Condition A (Willi),2026-07-16T09:21:29+00:00,,3,2,4,3,2,3,2,3.0
022,,,644,main,English,Breakfast,Condition A (Willi),2026-07-16T09:22:50+00:00,,3,2,4,3,2,3,1,4.0
022,,,396,main,English,Watches,Condition A (Willi),2026-07-16T09:24:47+00:00,,4,3,4,3,2,4,1,5.0
022,,,1029,main,English,Vacation,Condition B (WV-34),2026-07-16T09:26:04+00:00,,3,3,3,2,3,3,1,3.0
022,,,1332,main,English,Vacation,Condition B (WV-34),2026-07-16T09:29:56+00:00,,4,4,3,4,3,4,2,4.0
022,,,847,main,English,Watches,Condition A (Willi),2026-07-16T09:32:54+00:00,,2,1,1,1,1,2,2,1.0
022,,,873,main,English,Watches,Condition A (Willi),2026-07-16T09:33:58+00:00,,3,3,4,3,2,3,2,3.0
022,,,1288,main,English,Off-topic,Condition B (WV-34),2026-07-16T09:35:42+00:00,,2,2,1,1,3,2,2,1.0
022,,,757,main,English,Vacation,Condition A (Willi),2026-07-16T09:39:05+00:00,,3,3,4,3,2,3,2,3.0
022,,,1097,main,English,Vacation,Condition B (WV-34),2026-07-16T09:40:36+00:00,,4,3,5,4,2,4,1,4.0
022,,,729,main,English,Vacation,Condition A (Willi),2026-07-16T09:41:20+00:00,,2,1,2,2,1,3,1,1.0
022,,,646,main,English,Vacation,Condition A (Willi),2026-07-16T09:42:21+00:00,,3,3,4,3,2,3,1,4.0
022,,,1137,main,English,Vacation,Condition B (WV-34),2026-07-16T09:43:11+00:00,,2,1,1,1,1,3,2,1.0
022,,,534,main,English,Breakfast,Condition A (Willi),2026-07-16T09:44:47+00:00,,3,3,4,3,2,3,2,4.0
022,,,651,main,English,Vacation,Condition A (Willi),2026-07-16T09:45:40+00:00,,3,2,3,2,3,3,1,3.0
022,,,661,main,English,Breakfast,Condition A (Willi),2026-07-16T09:47:05+00:00,,2,2,3,2,2,2,2,2.0
022,,,1147,main,English,Vacation,Condition B (WV-34),2026-07-16T09:48:14+00:00,,2,2,3,2,2,1,2,2.0
022,,,515,main,English,Breakfast,Condition A (Willi),2026-07-16T09:49:25+00:00,,2,1,2,1,1,3,1,1.0
022,,,821,main,English,Off-topic,Condition A (Willi),2026-07-16T09:50:51+00:00,,3,1,1,1,3,3,1,2.0
022,,,936,main,English,Vacation,Condition B (WV-34),2026-07-16T09:52:35+00:00,,4,4,5,4,4,3,1,4.0
022,,,662,main,English,Watches,Condition A (Willi),2026-07-16T09:53:35+00:00,,3,2,3,2,3,2,2,3.0
022,,,874,main,English,Vacation,Condition A (Willi),2026-07-16T09:54:24+00:00,,2,1,2,1,3,3,2,1.0
021,,,1349,training,English,Watches,Condition B (WV-34),2026-07-16T10:59:32+00:00,,4,5,3,4,3,3,1,4.0
021,,,614,training,English,Vacation,Condition A (Willi),2026-07-16T11:02:54+00:00,,3,2,3,3,1,3,1,3.0
021,,,507,training,English,Breakfast,Condition A (Willi),2026-07-16T11:04:33+00:00,,2,1,1,1,1,5,3,1.0
021,,,732,training,English,Breakfast,Condition A (Willi),2026-07-16T11:07:08+00:00,,3,4,3,3,2,2,3,3.0
021,,,926,training,English,Watches,Condition B (WV-34),2026-07-16T11:08:37+00:00,,2,1,1,1,1,1,4,1.0
021,,,888,training,English,Vacation,Condition A (Willi),2026-07-16T11:09:52+00:00,,1,1,1,1,1,1,5,1.0
021,,,821,main,English,Off-topic,Condition A (Willi),2026-07-16T11:12:37+00:00,,1,1,1,1,1,3,1,2.0
021,,,515,main,English,Breakfast,Condition A (Willi),2026-07-16T11:13:13+00:00,,1,1,1,1,1,3,1,1.0
021,,,1029,main,English,Vacation,Condition B (WV-34),2026-07-16T11:14:24+00:00,,3,2,3,3,2,3,1,2.0
021,,,1137,main,English,Vacation,Condition B (WV-34),2026-07-16T11:15:53+00:00,,1,1,1,1,1,3,1,1.0
021,,,644,main,English,Breakfast,Condition A (Willi),2026-07-16T11:16:52+00:00,,3,3,3,3,2,3,1,3.0
021,,,1412,main,English,Watches,Condition B (WV-34),2026-07-16T11:17:46+00:00,,2,2,2,1,1,3,1,2.0
021,,,651,main,English,Vacation,Condition A (Willi),2026-07-16T11:19:05+00:00,,3,2,3,2,3,3,1,3.0
021,,,662,main,English,Watches,Condition A (Willi),2026-07-16T11:20:09+00:00,,3,2,3,2,2,2,2,3.0
021,,,844,main,English,Breakfast,Condition A (Willi),2026-07-16T11:21:52+00:00,,4,2,1,1,4,3,1,3.0
021,,,396,main,English,Watches,Condition A (Willi),2026-07-16T11:23:07+00:00,,3,4,4,3,3,4,1,3.0
021,,,873,main,English,Watches,Condition A (Willi),2026-07-16T11:23:57+00:00,,2,2,3,2,2,3,1,3.0
021,,,936,main,English,Vacation,Condition B (WV-34),2026-07-16T11:25:05+00:00,,4,4,4,4,4,3,1,3.0
021,,,1140,main,English,Vacation,Condition B (WV-34),2026-07-16T11:26:09+00:00,,3,2,4,2,1,3,1,3.0
021,,,528,main,English,Vacation,Condition A (Willi),2026-07-16T11:27:28+00:00,,2,2,3,2,1,2,2,2.0
021,,,820,main,English,Watches,Condition A (Willi),2026-07-16T11:29:32+00:00,,4,4,4,4,2,3,1,3.0
021,,,1288,main,English,Off-topic,Condition B (WV-34),2026-07-16T11:30:38+00:00,,1,1,1,1,1,3,1,1.0
021,,,1134,main,English,Watches,Condition B (WV-34),2026-07-16T11:31:16+00:00,,1,1,1,1,1,3,1,1.0
021,,,847,main,English,Watches,Condition A (Willi),2026-07-16T11:32:05+00:00,,1,1,1,1,1,3,1,1.0
021,,,1041,main,English,Watches,Condition B (WV-34),2026-07-16T11:32:57+00:00,,2,2,2,2,2,3,1,2.0
021,,,534,main,English,Breakfast,Condition A (Willi),2026-07-16T11:34:47+00:00,,4,5,5,5,4,5,1,4.0
021,,,1156,main,English,Vacation,Condition B (WV-34),2026-07-16T11:35:50+00:00,,2,2,3,1,4,3,1,1.0
021,,,646,main,English,Vacation,Condition A (Willi),2026-07-16T11:36:48+00:00,,3,3,3,3,2,3,1,3.0
021,,,1097,main,English,Vacation,Condition B (WV-34),2026-07-16T11:37:44+00:00,,5,4,5,4,4,3,1,4.0
021,,,1332,main,English,Vacation,Condition B (WV-34),2026-07-16T11:38:48+00:00,,4,4,4,4,3,4,1,4.0
021,,,874,main,English,Vacation,Condition A (Willi),2026-07-16T11:40:18+00:00,,1,1,1,1,1,3,1,1.0
021,,,757,main,English,Vacation,Condition A (Willi),2026-07-16T11:41:18+00:00,,3,3,3,3,2,3,1,3.0
021,,,661,main,English,Breakfast,Condition A (Willi),2026-07-16T11:42:34+00:00,,3,2,3,2,2,3,1,3.0
021,,,729,main,English,Vacation,Condition A (Willi),2026-07-16T11:43:04+00:00,,1,1,1,1,1,3,1,1.0
021,,,1101,main,English,Vacation,Condition B (WV-34),2026-07-16T11:43:51+00:00,,3,3,3,3,2,3,1,3.0
021,,,1147,main,English,Vacation,Condition B (WV-34),2026-07-16T11:45:00+00:00,,2,2,2,2,1,1,3,2.0
