id,timestamp,date,condition,feedback,chosen_topic,num_distinct_topics,multi_topic_conversation,num_exchanges,total_messages,num_user_messages,num_assistant_messages,num_system_messages,turn_balance_user_over_assistant,total_words_conversation,total_user_words,total_assistant_words,avg_user_words_per_message,avg_assistant_words_per_message,avg_user_sentences_per_message,avg_assistant_sentences_per_message,avg_user_words_per_sentence,avg_assistant_words_per_sentence,lexical_diversity_user,lexical_diversity_conversation,first_person_pronouns_user,second_person_pronouns_user,assistant_question_rate,user_question_rate,assistant_exclamation_rate,user_exclamation_rate,politeness_marker_count_conversation,assistant_clarification_count,assistant_repair_count,assistant_repeated_fallback_count,assistant_repetition_count,user_divergence_marker_count,topic_switching_frequency,dialogact_greeting_count,dialogact_farewell_count,dialogact_question_count,dialogact_answer_count,dialogact_clarification_count,dialogact_refusal_count,dialogact_topic_selection_count,dialogact_acknowledgment_count,completion_proxy,early_dropoff
15,2025-06-05 13:41:11,2025-06-05,Condition A (Willi),,Breakfast,1,0,11,23,11,12,0,0.9166666666666666,692,88,604,8.0,50.333333333333336,1.0,4.833333333333333,8.0,10.413793103448276,0.8522727272727273,0.5043352601156069,10,1,0.8333333333333334,0.0,1.0,0.0,0,0,0,0,0,0,0,4,1,7,10,0,1,0,0,1,0
16,2025-06-05 13:53:55,2025-06-05,Condition A (Willi),,Vacation,1,0,9,19,9,10,0,0.9,564,55,509,6.111111111111111,50.9,1.0,6.0,6.111111111111111,8.483333333333333,0.8363636363636363,0.526595744680851,6,1,0.9,0.0,0.9,0.0,2,0,0,0,0,0,0,9,0,2,8,0,0,0,0,1,0
17,2025-06-05 14:03:42,2025-06-05,Condition A (Willi),,Vacation,2,1,18,37,18,19,0,0.9473684210526315,1088,104,984,5.777777777777778,51.78947368421053,1.0,5.526315789473684,5.777777777777778,9.371428571428572,0.8269230769230769,0.46047794117647056,12,2,1.0,0.0,0.8947368421052632,0.0,2,0,0,0,0,0,1,11,0,10,13,0,3,0,0,1,0
18,2025-06-05 14:58:51,2025-06-05,Condition A (Willi),,Vacation,1,0,7,15,7,8,0,0.875,498,50,448,7.142857142857143,56.0,1.0,6.25,7.142857142857143,8.96,0.78,0.5421686746987951,5,1,0.875,0.0,1.0,0.0,1,0,0,0,0,0,0,4,0,3,6,0,1,1,0,1,0
19,2025-06-11 08:58:09,2025-06-11,Condition A (Willi),,Watches,1,0,6,13,6,7,0,0.8571428571428571,462,45,417,7.5,59.57142857142857,1.0,5.714285714285714,7.5,10.425,0.8888888888888888,0.5757575757575758,6,0,0.8571428571428571,0.0,1.0,0.0,1,1,1,1,0,0,0,3,0,3,3,1,2,1,0,1,0
20,2025-06-11 09:02:56,2025-06-11,Condition A (Willi),,Breakfast,2,1,15,31,15,16,0,0.9375,954,134,820,8.933333333333334,51.25,1.0,5.25,8.933333333333334,9.761904761904763,0.7089552238805971,0.4643605870020964,15,2,0.875,0.0,0.8125,0.0,2,2,2,2,0,0,1,8,0,7,14,1,0,1,0,1,0
21,2025-06-11 09:15:58,2025-06-11,Condition A (Willi),,Vacation,1,0,6,13,6,7,0,0.8571428571428571,474,51,423,8.5,60.42857142857143,1.0,6.428571428571429,8.5,9.4,0.803921568627451,0.5886075949367089,6,0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,8,0,2,3,0,0,0,0,1,0
22,2025-06-11 09:43:57,2025-06-11,Condition A (Willi),,Watches,1,0,6,13,6,7,0,0.8571428571428571,482,32,450,5.333333333333333,64.28571428571429,1.0,6.714285714285714,5.333333333333333,9.574468085106384,0.75,0.5933609958506224,7,0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,2,0,4,6,1,0,0,0,1,0
23,2025-06-11 09:48:27,2025-06-11,Condition A (Willi),,Breakfast,2,1,21,43,21,22,0,0.9545454545454546,1131,149,982,7.095238095238095,44.63636363636363,1.0,4.545454545454546,7.095238095238095,9.82,0.6241610738255033,0.43147656940760387,14,2,1.0,0.0,0.7272727272727273,0.0,0,0,0,0,0,0,1,11,0,12,18,0,2,0,0,1,0
24,2025-06-11 10:38:26,2025-06-11,Condition A (Willi),,Breakfast,2,1,18,37,18,19,0,0.9473684210526315,1172,128,1044,7.111111111111111,54.94736842105263,1.0,5.052631578947368,7.111111111111111,10.875,0.6796875,0.4257679180887372,16,2,0.8947368421052632,0.0,1.0,0.0,0,0,0,0,0,0,1,9,0,10,17,0,1,0,0,1,0
25,2025-06-11 11:14:13,2025-06-11,Condition A (Willi),,Watches,1,0,15,31,15,16,0,0.9375,1136,118,1018,7.866666666666666,63.625,1.0,6.0625,7.866666666666666,10.494845360824742,0.7033898305084746,0.4084507042253521,18,2,0.9375,0.0,1.0,0.0,1,2,2,2,0,0,0,7,0,10,13,1,0,0,0,1,0
26,2025-06-11 11:17:43,2025-06-11,Condition A (Willi),,Watches,1,0,1,3,1,2,0,0.5,164,1,163,1.0,81.5,1.0,19.5,1.0,4.17948717948718,1.0,0.7439024390243902,0,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
28,2025-06-11 11:56:32,2025-06-11,Condition A (Willi),,Breakfast,1,0,8,17,8,9,0,0.8888888888888888,636,55,581,6.875,64.55555555555556,1.0,6.555555555555555,6.875,9.847457627118644,0.6909090909090909,0.5110062893081762,11,0,0.8888888888888888,0.0,0.8888888888888888,0.0,3,1,1,1,0,0,0,3,0,5,7,1,1,0,0,1,0
29,2025-06-16 09:32:18,2025-06-16,Condition A (Willi),,Watches,2,1,14,29,14,15,0,0.9333333333333333,803,88,715,6.285714285714286,47.666666666666664,1.0,4.866666666666666,6.285714285714286,9.794520547945206,0.7840909090909091,0.5130759651307597,1,2,1.0,0.0,0.8666666666666667,0.0,1,1,1,1,0,0,1,3,0,11,12,1,1,1,0,1,0
31,2025-06-16 11:21:28,2025-06-16,Condition A (Willi),,Vacation,1,0,1,3,1,2,0,0.5,192,5,187,5.0,93.5,1.0,9.0,5.0,10.38888888888889,1.0,0.71875,1,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
33,2025-06-16 12:03:33,2025-06-16,Condition A (Willi),,Breakfast,2,1,5,11,5,6,0,0.8333333333333334,344,38,306,7.6,51.0,1.0,5.333333333333333,7.6,9.5625,0.7894736842105263,0.6017441860465116,3,0,0.8333333333333334,0.0,0.8333333333333334,0.0,1,0,0,0,0,0,1,3,0,3,3,0,0,1,1,0,0
34,2025-06-16 12:06:35,2025-06-16,Condition A (Willi),,Watches,2,1,24,49,24,25,0,0.96,1460,299,1161,12.458333333333334,46.44,1.0,4.12,12.458333333333334,11.271844660194175,0.5183946488294314,0.34383561643835614,23,28,0.92,0.0,0.84,0.0,3,0,0,0,0,1,1,13,0,13,21,0,1,0,0,1,0
35,2025-06-16 12:35:52,2025-06-16,Condition A (Willi),,Watches,1,0,15,31,15,16,0,0.9375,1471,377,1094,25.133333333333333,68.375,1.0,5.5625,25.133333333333333,12.292134831460674,0.5225464190981433,0.4017675050985724,28,9,0.9375,0.0,0.8125,0.0,3,0,0,0,0,0,0,8,0,12,9,0,2,0,0,1,0
38,2025-06-17 11:45:51,2025-06-17,Condition A (Willi),,Breakfast,1,0,11,23,11,12,0,0.9166666666666666,669,91,578,8.272727272727273,48.166666666666664,1.0,5.166666666666667,8.272727272727273,9.32258064516129,0.8021978021978022,0.5186846038863976,10,4,1.0,0.0,0.9166666666666666,0.0,1,0,0,0,0,0,0,4,0,8,9,0,1,1,0,1,0
41,2025-06-18 11:14:00,2025-06-18,Condition A (Willi),,Watches,1,0,5,11,5,6,0,0.8333333333333334,342,19,323,3.8,53.833333333333336,1.0,5.833333333333333,3.8,9.228571428571428,1.0,0.6432748538011696,1,0,0.6666666666666666,0.0,0.8333333333333334,0.0,4,2,2,2,0,0,0,7,0,1,3,0,0,0,0,0,0
42,2025-06-18 12:16:42,2025-06-18,Condition A (Willi),,Vacation,1,0,8,17,8,9,0,0.8888888888888888,643,79,564,9.875,62.666666666666664,1.0,6.111111111111111,9.875,10.254545454545454,0.7341772151898734,0.5241057542768274,8,2,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,3,0,6,7,0,1,0,0,1,0
43,2025-06-18 13:45:13,2025-06-18,Condition A (Willi),,Breakfast,1,0,4,9,4,5,0,0.8,381,86,295,21.5,59.0,1.0,6.4,21.5,9.21875,0.7093023255813954,0.5905511811023622,2,1,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0
44,2025-06-20 10:00:09,2025-06-20,Condition A (Willi),,Breakfast,2,1,11,23,11,12,0,0.9166666666666666,852,196,656,17.818181818181817,54.666666666666664,1.0,5.083333333333333,17.818181818181817,10.754098360655737,0.6428571428571429,0.49295774647887325,14,3,0.8333333333333334,0.0,1.0,0.0,3,0,0,0,0,0,1,5,0,6,12,0,0,0,0,1,0
45,2025-06-20 14:07:21,2025-06-20,Condition A (Willi),,Breakfast,1,0,7,15,7,8,0,0.875,558,94,464,13.428571428571429,58.0,1.0,5.75,13.428571428571429,10.08695652173913,0.723404255319149,0.553763440860215,11,3,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,2,0,6,6,0,1,0,0,1,0
46,2025-06-20 14:31:14,2025-06-20,Condition A (Willi),,Vacation,1,0,1,3,1,2,0,0.5,188,6,182,6.0,91.0,1.0,9.0,6.0,10.11111111111111,1.0,0.7180851063829787,0,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
47,2025-06-20 14:34:17,2025-06-20,Condition A (Willi),,Watches,3,1,14,29,14,15,0,0.9333333333333333,1037,68,969,4.857142857142857,64.6,1.0,6.533333333333333,4.857142857142857,9.887755102040817,0.7794117647058824,0.46287367405978785,4,0,1.0,0.0,1.0,0.0,1,4,4,4,0,0,2,8,0,5,10,3,1,0,2,1,0
48,2025-06-21 10:19:19,2025-06-21,Condition A (Willi),,Breakfast,1,0,2,5,2,3,0,0.6666666666666666,200,4,196,2.0,65.33333333333333,1.0,7.666666666666667,2.0,8.521739130434783,1.0,0.715,0,0,1.0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,2,1,0,0,1,0,0,1
49,2025-06-21 10:23:17,2025-06-21,Condition A (Willi),,Vacation,1,0,12,25,12,13,0,0.9230769230769231,850,102,748,8.5,57.53846153846154,1.0,5.6923076923076925,8.5,10.108108108108109,0.6568627450980392,0.46352941176470586,5,3,1.0,0.0,1.0,0.0,1,4,4,4,0,0,0,8,0,4,8,2,2,1,0,1,0
50,2025-06-21 10:36:52,2025-06-21,Condition A (Willi),,Breakfast,3,1,21,43,21,22,0,0.9545454545454546,1159,117,1042,5.571428571428571,47.36363636363637,1.0,5.2727272727272725,5.571428571428571,8.982758620689655,0.7094017094017094,0.4270923209663503,16,2,0.9545454545454546,0.0,1.0,0.0,3,2,2,3,0,0,2,7,0,14,18,0,1,2,1,1,0
51,2025-06-21 10:47:06,2025-06-21,Condition A (Willi),,Watches,1,0,5,11,5,6,0,0.8333333333333334,409,48,361,9.6,60.166666666666664,1.0,5.833333333333333,9.6,10.314285714285715,0.8541666666666666,0.5794621026894865,6,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,3,0,4,2,0,1,1,0,0,0
52,2025-06-21 10:50:18,2025-06-21,Condition A (Willi),,Vacation,2,1,15,31,15,16,0,0.9375,981,76,905,5.066666666666666,56.5625,1.0,5.8125,5.066666666666666,9.731182795698924,0.8026315789473685,0.4841997961264016,6,1,1.0,0.0,0.8125,0.0,1,1,1,1,0,0,1,5,0,10,11,1,0,2,2,1,0
54,2025-06-21 11:21:06,2025-06-21,Condition A (Willi),,Watches,1,0,4,9,4,5,0,0.8,235,29,206,7.25,41.2,1.0,4.6,7.25,8.956521739130435,0.6551724137931034,0.6680851063829787,5,0,0.8,0.0,0.8,0.0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,0,0
56,2025-06-22 11:59:24,2025-06-22,Condition A (Willi),,Vacation,1,0,7,15,7,8,0,0.875,480,46,434,6.571428571428571,54.25,1.0,5.75,6.571428571428571,9.434782608695652,0.6956521739130435,0.5416666666666666,2,0,1.0,0.0,0.875,0.0,0,0,0,0,0,0,0,4,0,4,5,0,1,1,0,1,0
57,2025-06-22 12:24:56,2025-06-22,Condition A (Willi),,Watches,1,0,4,9,4,5,0,0.8,246,25,221,6.25,44.2,1.0,5.0,6.25,8.84,1.0,0.7154471544715447,2,0,0.8,0.0,0.8,0.0,0,1,1,1,0,0,0,2,0,2,2,1,1,0,0,0,0
58,2025-06-22 12:50:21,2025-06-22,Condition A (Willi),,Breakfast,3,1,18,37,18,19,0,0.9473684210526315,1035,55,980,3.0555555555555554,51.578947368421055,1.0,5.894736842105263,3.0555555555555554,8.75,0.8909090909090909,0.4144927536231884,1,0,0.9473684210526315,0.0,0.9473684210526315,0.0,1,6,6,8,0,0,2,6,0,8,14,5,1,3,0,1,0
59,2025-06-24 11:12:31,2025-06-24,Condition A (Willi),,Watches,1,0,2,5,2,3,0,0.6666666666666666,260,21,239,10.5,79.66666666666667,1.0,7.666666666666667,10.5,10.391304347826088,0.9523809523809523,0.7038461538461539,0,0,0.6666666666666666,0.0,1.0,0.0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1
61,2025-06-25 11:26:06,2025-06-25,Condition A (Willi),,Breakfast,3,1,24,49,24,25,0,0.96,1246,134,1112,5.583333333333333,44.48,1.0,4.8,5.583333333333333,9.266666666666667,0.7686567164179104,0.43418940609951845,11,2,0.92,0.0,0.96,0.0,2,1,1,1,0,0,2,7,0,20,18,1,2,1,0,1,0
62,2025-06-25 11:50:21,2025-06-25,Condition A (Willi),,Vacation,1,0,1,3,1,2,0,0.5,130,13,117,13.0,58.5,1.0,5.5,13.0,10.636363636363637,1.0,0.823076923076923,1,0,0.5,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
63,2025-06-25 11:51:20,2025-06-25,Condition A (Willi),,Vacation,1,0,1,3,1,2,0,0.5,70,13,57,13.0,28.5,1.0,4.5,13.0,6.333333333333333,1.0,0.8714285714285714,1,0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
64,2025-06-25 13:29:14,2025-06-25,Condition A (Willi),,Watches,1,0,6,13,6,7,0,0.8571428571428571,410,54,356,9.0,50.857142857142854,1.0,5.285714285714286,9.0,9.621621621621621,0.7407407407407407,0.5609756097560976,6,1,0.7142857142857143,0.0,1.0,0.0,2,0,0,0,0,0,0,3,0,4,4,0,1,1,0,1,0
67,2025-06-25 13:43:37,2025-06-25,Condition A (Willi),,Vacation,1,0,2,5,2,3,0,0.6666666666666666,166,3,163,1.5,54.333333333333336,1.0,5.666666666666667,1.5,9.588235294117647,1.0,0.7228915662650602,0,0,0.6666666666666666,0.0,1.0,0.0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1
68,2025-06-25 13:53:34,2025-06-25,Condition A (Willi),,Vacation,1,0,2,5,2,3,0,0.6666666666666666,201,4,197,2.0,65.66666666666667,1.0,5.666666666666667,2.0,11.588235294117647,1.0,0.7064676616915423,1,0,0.6666666666666666,0.0,1.0,0.0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1
69,2025-06-25 13:57:05,2025-06-25,Condition A (Willi),,Watches,1,0,2,5,2,3,0,0.6666666666666666,185,25,160,12.5,53.333333333333336,1.0,4.333333333333333,12.5,12.307692307692308,0.72,0.6756756756756757,0,5,0.6666666666666666,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1
70,2025-06-25 13:59:47,2025-06-25,Condition A (Willi),,Watches,1,0,5,11,5,6,0,0.8333333333333334,223,19,204,3.8,34.0,1.0,3.5,3.8,9.714285714285714,1.0,0.6681614349775785,0,1,0.8333333333333334,0.0,0.5,0.0,0,1,1,1,0,0,0,2,0,3,4,1,0,1,0,0,0
71,2025-06-25 14:44:10,2025-06-25,Condition A (Willi),,Watches,1,0,8,17,8,9,0,0.8888888888888888,473,60,413,7.5,45.888888888888886,1.0,4.777777777777778,7.5,9.604651162790697,0.75,0.5560253699788583,5,2,0.7777777777777778,0.0,1.0,0.0,1,0,0,0,0,0,0,4,0,4,8,0,1,0,0,1,0
72,2025-06-25 14:48:06,2025-06-25,Condition A (Willi),,Vacation,1,0,6,13,6,7,0,0.8571428571428571,321,29,292,4.833333333333333,41.714285714285715,1.0,5.142857142857143,4.833333333333333,8.11111111111111,0.9655172413793104,0.6697819314641744,2,0,1.0,0.0,0.8571428571428571,0.0,2,1,1,1,0,0,0,4,0,3,2,1,2,1,0,1,0
73,2025-06-25 14:53:07,2025-06-25,Condition A (Willi),,Breakfast,1,0,10,21,10,11,0,0.9090909090909091,465,84,381,8.4,34.63636363636363,1.0,3.8181818181818183,8.4,9.071428571428571,0.6547619047619048,0.5591397849462365,6,2,0.8181818181818182,0.0,0.9090909090909091,0.0,6,0,0,0,0,0,0,4,1,6,9,0,1,0,0,1,0
74,2025-06-25 15:09:39,2025-06-25,Condition A (Willi),,Vacation,1,0,8,17,8,9,0,0.8888888888888888,519,48,471,6.0,52.333333333333336,1.0,5.777777777777778,6.0,9.057692307692308,0.8958333333333334,0.5568400770712909,3,3,0.8888888888888888,0.0,1.0,0.0,2,1,1,1,0,0,0,4,0,5,4,1,1,1,1,1,0
75,2025-06-25 15:37:43,2025-06-25,Condition A (Willi),,Breakfast,1,0,7,15,7,8,0,0.875,457,43,414,6.142857142857143,51.75,1.0,5.25,6.142857142857143,9.857142857142858,0.8604651162790697,0.5820568927789934,5,0,0.75,0.0,0.75,0.0,2,0,0,0,0,0,0,2,0,6,5,0,1,1,0,1,0
77,2025-06-25 15:51:43,2025-06-25,Condition A (Willi),,Breakfast,1,0,8,17,8,9,0,0.8888888888888888,368,54,314,6.75,34.888888888888886,1.0,3.6666666666666665,6.75,9.515151515151516,0.7962962962962963,0.6168478260869565,6,0,0.7777777777777778,0.0,1.0,0.0,2,0,0,0,0,0,0,3,0,6,6,0,2,0,0,1,0
78,2025-06-26 11:41:01,2025-06-26,Condition A (Willi),,Vacation,1,0,6,13,6,7,0,0.8571428571428571,435,15,420,2.5,60.0,1.0,7.285714285714286,2.5,8.235294117647058,1.0,0.5540229885057472,1,0,1.0,0.0,1.0,0.0,1,5,5,7,0,0,0,6,0,1,4,1,0,1,0,1,0
79,2025-06-26 12:41:08,2025-06-26,Condition A (Willi),,Breakfast,1,0,7,15,7,8,0,0.875,377,20,357,2.857142857142857,44.625,1.0,5.25,2.857142857142857,8.5,0.75,0.5517241379310345,3,0,1.0,0.0,0.875,0.0,0,2,2,2,0,0,0,4,0,6,4,0,0,1,0,1,0
83,2025-06-26 16:29:28,2025-06-26,Condition A (Willi),,Vacation,1,0,7,15,7,8,0,0.875,480,27,453,3.857142857142857,56.625,1.0,5.875,3.857142857142857,9.638297872340425,0.8888888888888888,0.5854166666666667,0,1,0.875,0.0,0.875,0.0,2,1,1,1,0,0,0,7,0,2,4,0,1,1,0,1,0
84,2025-06-27 08:40:58,2025-06-27,Condition A (Willi),,Watches,1,0,8,17,8,9,0,0.8888888888888888,556,78,478,9.75,53.111111111111114,1.0,6.111111111111111,9.75,8.690909090909091,0.7948717948717948,0.6061151079136691,9,2,0.8888888888888888,0.0,0.8888888888888888,0.0,1,1,1,1,0,0,0,6,0,3,7,1,0,0,0,1,0
85,2025-06-27 08:45:41,2025-06-27,Condition A (Willi),,Vacation,1,0,2,5,2,3,0,0.6666666666666666,205,16,189,8.0,63.0,1.0,6.666666666666667,8.0,9.45,0.875,0.6585365853658537,2,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,1
87,2025-06-27 08:59:19,2025-06-27,Condition A (Willi),,Breakfast,2,1,8,17,8,9,0,0.8888888888888888,440,44,396,5.5,44.0,1.0,5.222222222222222,5.5,8.425531914893616,0.7272727272727273,0.5295454545454545,5,2,1.0,0.0,0.7777777777777778,0.0,1,3,3,6,0,0,1,3,0,5,6,1,1,1,0,1,0
88,2025-06-27 09:03:24,2025-06-27,Condition A (Willi),,Watches,2,1,3,7,3,4,0,0.75,181,28,153,9.333333333333334,38.25,1.0,4.75,9.333333333333334,8.052631578947368,0.6785714285714286,0.7182320441988951,1,1,1.0,0.0,0.75,0.0,1,1,1,1,0,0,1,3,0,1,3,0,0,0,0,0,0
90,2025-06-27 09:18:33,2025-06-27,Condition A (Willi),,Vacation,1,0,2,5,2,3,0,0.6666666666666666,138,7,131,3.5,43.666666666666664,1.0,5.0,3.5,8.733333333333333,1.0,0.7028985507246377,0,1,0.6666666666666666,0.0,0.6666666666666666,0.0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1
91,2025-06-27 09:20:08,2025-06-27,Condition A (Willi),,Watches,1,0,3,7,3,4,0,0.75,242,11,231,3.6666666666666665,57.75,1.0,7.5,3.6666666666666665,7.7,0.5454545454545454,0.4132231404958678,2,0,1.0,0.0,1.0,0.0,2,3,3,7,0,0,0,5,0,0,2,0,0,0,0,0,0
93,2025-06-27 10:20:54,2025-06-27,Condition A (Willi),,Vacation,1,0,4,9,4,5,0,0.8,284,50,234,12.5,46.8,1.0,5.2,12.5,9.0,0.68,0.6373239436619719,6,0,1.0,0.0,1.0,0.0,0,1,1,1,0,0,0,3,0,2,3,0,0,1,0,0,0
94,2025-06-27 10:40:58,2025-06-27,Condition A (Willi),,Vacation,1,0,8,17,8,9,0,0.8888888888888888,541,55,486,6.875,54.0,1.0,6.333333333333333,6.875,8.526315789473685,0.8909090909090909,0.5822550831792976,5,2,0.7777777777777778,0.0,1.0,0.0,1,1,1,1,0,0,0,7,0,2,5,1,0,1,1,1,0
96,2025-06-27 11:06:47,2025-06-27,Condition A (Willi),,Vacation,1,0,1,3,1,2,0,0.5,164,1,163,1.0,81.5,1.0,8.0,1.0,10.1875,1.0,0.7073170731707317,0,0,1.0,0.0,1.0,0.0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1
98,2025-06-27 11:36:53,2025-06-27,Condition A (Willi),,Vacation,1,0,6,13,6,7,0,0.8571428571428571,372,53,319,8.833333333333334,45.57142857142857,1.0,4.857142857142857,8.833333333333334,9.382352941176471,0.8490566037735849,0.5645161290322581,6,2,1.0,0.0,0.8571428571428571,0.0,1,2,2,2,0,0,0,5,0,2,5,0,0,1,0,1,0
99,2025-06-27 11:41:41,2025-06-27,Condition A (Willi),,Watches,1,0,3,7,3,4,0,0.75,165,23,142,7.666666666666667,35.5,1.0,4.25,7.666666666666667,8.352941176470589,0.8695652173913043,0.7333333333333333,0,1,1.0,0.0,0.75,0.0,1,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0
101,2025-06-27 14:04:59,2025-06-27,Condition A (Willi),,Vacation,1,0,9,19,9,10,0,0.9,748,130,618,14.444444444444445,61.8,1.0,5.3,14.444444444444445,11.660377358490566,0.7538461538461538,0.5106951871657754,8,7,0.9,0.0,1.0,0.0,1,0,0,0,0,0,0,9,0,2,6,0,1,1,0,1,0
